NOME INSTITUIÇÃO;CÓD COMPE AG;UF
BANCO SANTANDER (BRASIL) S.A.;0028;SP
BANCO SANTANDER (BRASIL) S.A.;0036;SP
BANCO SANTANDER (BRASIL) S.A.;2243;SP
BANCO SANTANDER (BRASIL) S.A.;2025;SP
BANCO SANTANDER (BRASIL) S.A.;0434;SP
BANCO SANTANDER (BRASIL) S.A.;0715;SP
BANCO SANTANDER (BRASIL) S.A.;0771;SP
BANCO SANTANDER (BRASIL) S.A.;0037;SP
BANCO SANTANDER (BRASIL) S.A.;2130;SP
BANCO SANTANDER (BRASIL) S.A.;2021;SP
BANCO SANTANDER (BRASIL) S.A.;0093;SP
BANCO SANTANDER (BRASIL) S.A.;0557;SP
BANCO SANTANDER (BRASIL) S.A.;0122;SP
BANCO SANTANDER (BRASIL) S.A.;0211;SP
BANCO SANTANDER (BRASIL) S.A.;2084;SP
BANCO SANTANDER (BRASIL) S.A.;2004;SP
BANCO SANTANDER (BRASIL) S.A.;2067;SP
BANCO SANTANDER (BRASIL) S.A.;2166;SP
BANCO SANTANDER (BRASIL) S.A.;2030;SP
BANCO SANTANDER (BRASIL) S.A.;2110;SP
BANCO SANTANDER (BRASIL) S.A.;2281;SP
BANCO SANTANDER (BRASIL) S.A.;2228;SP
BANCO SANTANDER (BRASIL) S.A.;2070;SP
BANCO SANTANDER (BRASIL) S.A.;2177;SP
BANCO SANTANDER (BRASIL) S.A.;2239;SP
BANCO SANTANDER (BRASIL) S.A.;2002;SP
BANCO SANTANDER (BRASIL) S.A.;2178;SP
BANCO SANTANDER (BRASIL) S.A.;2062;SP
BANCO SANTANDER (BRASIL) S.A.;0519;SP
BANCO SANTANDER (BRASIL) S.A.;0016;SP
BANCO SANTANDER (BRASIL) S.A.;0164;SP
BANCO SANTANDER (BRASIL) S.A.;0192;SP
BANCO SANTANDER (BRASIL) S.A.;0394;SP
BANCO SANTANDER (BRASIL) S.A.;0685;SP
BANCO SANTANDER (BRASIL) S.A.;0462;SP
BANCO SANTANDER (BRASIL) S.A.;0549;SP
BANCO SANTANDER (BRASIL) S.A.;2242;SP
BANCO SANTANDER (BRASIL) S.A.;0285;SP
BANCO SANTANDER (BRASIL) S.A.;0041;SP
BANCO SANTANDER (BRASIL) S.A.;0175;SP
BANCO SANTANDER (BRASIL) S.A.;0564;SP
BANCO SANTANDER (BRASIL) S.A.;0550;SP
BANCO SANTANDER (BRASIL) S.A.;0379;SP
BANCO SANTANDER (BRASIL) S.A.;0493;SP
BANCO SANTANDER (BRASIL) S.A.;0026;SP
BANCO SANTANDER (BRASIL) S.A.;0353;SP
BANCO SANTANDER (BRASIL) S.A.;0078;SP
BANCO SANTANDER (BRASIL) S.A.;0711;SP
BANCO SANTANDER (BRASIL) S.A.;0371;SP
BANCO SANTANDER (BRASIL) S.A.;0382;SP
BANCO SANTANDER (BRASIL) S.A.;0304;SP
BANCO SANTANDER (BRASIL) S.A.;0448;SP
BANCO SANTANDER (BRASIL) S.A.;0551;SP
BANCO SANTANDER (BRASIL) S.A.;0380;SP
BANCO SANTANDER (BRASIL) S.A.;0381;SP
BANCO SANTANDER (BRASIL) S.A.;0310;SP
BANCO SANTANDER (BRASIL) S.A.;2024;SP
BANCO SANTANDER (BRASIL) S.A.;0286;SP
BANCO SANTANDER (BRASIL) S.A.;0033;SP
BANCO SANTANDER (BRASIL) S.A.;0054;SP
BANCO SANTANDER (BRASIL) S.A.;0523;SP
BANCO SANTANDER (BRASIL) S.A.;0629;SP
BANCO SANTANDER (BRASIL) S.A.;0032;SP
BANCO SANTANDER (BRASIL) S.A.;0077;SP
BANCO SANTANDER (BRASIL) S.A.;0423;SP
BANCO SANTANDER (BRASIL) S.A.;0396;SP
BANCO SANTANDER (BRASIL) S.A.;0552;SP
BANCO SANTANDER (BRASIL) S.A.;0524;SP
BANCO SANTANDER (BRASIL) S.A.;0494;SP
BANCO SANTANDER (BRASIL) S.A.;0254;SP
BANCO SANTANDER (BRASIL) S.A.;0052;SP
BANCO SANTANDER (BRASIL) S.A.;0076;SP
BANCO SANTANDER (BRASIL) S.A.;0475;SP
BANCO SANTANDER (BRASIL) S.A.;0449;SP
BANCO SANTANDER (BRASIL) S.A.;0314;SP
BANCO SANTANDER (BRASIL) S.A.;0042;SP
BANCO SANTANDER (BRASIL) S.A.;0094;SP
BANCO SANTANDER (BRASIL) S.A.;0464;SP
BANCO SANTANDER (BRASIL) S.A.;0660;SP
BANCO SANTANDER (BRASIL) S.A.;2222;SP
BANCO SANTANDER (BRASIL) S.A.;0196;SP
BANCO SANTANDER (BRASIL) S.A.;2223;SP
BANCO SANTANDER (BRASIL) S.A.;2019;SP
BANCO SANTANDER (BRASIL) S.A.;2128;SP
BANCO SANTANDER (BRASIL) S.A.;0525;SP
BANCO SANTANDER (BRASIL) S.A.;0767;SP
BANCO SANTANDER (BRASIL) S.A.;0009;SP
BANCO SANTANDER (BRASIL) S.A.;0257;SP
BANCO SANTANDER (BRASIL) S.A.;0437;SP
BANCO SANTANDER (BRASIL) S.A.;0019;SP
BANCO SANTANDER (BRASIL) S.A.;0722;SP
BANCO SANTANDER (BRASIL) S.A.;0121;SP
BANCO SANTANDER (BRASIL) S.A.;2114;SP
BANCO SANTANDER (BRASIL) S.A.;0693;SP
BANCO SANTANDER (BRASIL) S.A.;0259;SP
BANCO SANTANDER (BRASIL) S.A.;0245;SP
BANCO SANTANDER (BRASIL) S.A.;0648;SP
BANCO SANTANDER (BRASIL) S.A.;0774;SP
BANCO SANTANDER (BRASIL) S.A.;0262;SP
BANCO SANTANDER (BRASIL) S.A.;0134;SP
BANCO SANTANDER (BRASIL) S.A.;0560;SP
BANCO SANTANDER (BRASIL) S.A.;0390;SP
BANCO SANTANDER (BRASIL) S.A.;0235;SP
BANCO SANTANDER (BRASIL) S.A.;0117;SP
BANCO SANTANDER (BRASIL) S.A.;0214;SP
BANCO SANTANDER (BRASIL) S.A.;0344;SP
BANCO SANTANDER (BRASIL) S.A.;0408;SP
BANCO SANTANDER (BRASIL) S.A.;0068;SP
BANCO SANTANDER (BRASIL) S.A.;0696;SP
BANCO SANTANDER (BRASIL) S.A.;0218;SP
BANCO SANTANDER (BRASIL) S.A.;0312;SP
BANCO SANTANDER (BRASIL) S.A.;0526;SP
BANCO SANTANDER (BRASIL) S.A.;0670;SP
BANCO SANTANDER (BRASIL) S.A.;0182;SP
BANCO SANTANDER (BRASIL) S.A.;0278;SP
BANCO SANTANDER (BRASIL) S.A.;0118;SP
BANCO SANTANDER (BRASIL) S.A.;0439;SP
BANCO SANTANDER (BRASIL) S.A.;0476;SP
BANCO SANTANDER (BRASIL) S.A.;0477;SP
BANCO SANTANDER (BRASIL) S.A.;0656;SP
BANCO SANTANDER (BRASIL) S.A.;0246;SP
BANCO SANTANDER (BRASIL) S.A.;0478;SP
BANCO SANTANDER (BRASIL) S.A.;0345;SP
BANCO SANTANDER (BRASIL) S.A.;0510;SP
BANCO SANTANDER (BRASIL) S.A.;0678;SP
BANCO SANTANDER (BRASIL) S.A.;0053;SP
BANCO SANTANDER (BRASIL) S.A.;2244;SP
BANCO SANTANDER (BRASIL) S.A.;0156;SP
BANCO SANTANDER (BRASIL) S.A.;0641;SP
BANCO SANTANDER (BRASIL) S.A.;0174;SP
BANCO SANTANDER (BRASIL) S.A.;0726;SP
BANCO SANTANDER (BRASIL) S.A.;2142;SP
BANCO SANTANDER (BRASIL) S.A.;2016;SP
BANCO SANTANDER (BRASIL) S.A.;0119;SP
BANCO SANTANDER (BRASIL) S.A.;2154;SP
BANCO SANTANDER (BRASIL) S.A.;0628;SP
BANCO SANTANDER (BRASIL) S.A.;0728;SP
BANCO SANTANDER (BRASIL) S.A.;0140;SP
BANCO SANTANDER (BRASIL) S.A.;0250;SP
BANCO SANTANDER (BRASIL) S.A.;0561;SP
BANCO SANTANDER (BRASIL) S.A.;0435;SP
BANCO SANTANDER (BRASIL) S.A.;0144;SP
BANCO SANTANDER (BRASIL) S.A.;0528;SP
BANCO SANTANDER (BRASIL) S.A.;0025;SP
BANCO SANTANDER (BRASIL) S.A.;0642;SP
BANCO SANTANDER (BRASIL) S.A.;2172;SP
BANCO SANTANDER (BRASIL) S.A.;2179;SP
BANCO SANTANDER (BRASIL) S.A.;2143;SP
BANCO SANTANDER (BRASIL) S.A.;2173;SP
BANCO SANTANDER (BRASIL) S.A.;2182;SP
BANCO SANTANDER (BRASIL) S.A.;2012;SP
BANCO SANTANDER (BRASIL) S.A.;2235;SP
BANCO SANTANDER (BRASIL) S.A.;2271;SP
BANCO SANTANDER (BRASIL) S.A.;2170;SP
BANCO SANTANDER (BRASIL) S.A.;2073;SP
BANCO SANTANDER (BRASIL) S.A.;2006;SP
BANCO SANTANDER (BRASIL) S.A.;2180;SP
BANCO SANTANDER (BRASIL) S.A.;2057;SP
BANCO SANTANDER (BRASIL) S.A.;2104;SP
BANCO SANTANDER (BRASIL) S.A.;2043;SP
BANCO SANTANDER (BRASIL) S.A.;2145;SP
BANCO SANTANDER (BRASIL) S.A.;2100;SP
BANCO SANTANDER (BRASIL) S.A.;2146;SP
BANCO SANTANDER (BRASIL) S.A.;2233;SP
BANCO SANTANDER (BRASIL) S.A.;0658;SP
BANCO SANTANDER (BRASIL) S.A.;2201;SP
BANCO SANTANDER (BRASIL) S.A.;2009;SP
BANCO SANTANDER (BRASIL) S.A.;2203;SP
BANCO SANTANDER (BRASIL) S.A.;2066;SP
BANCO SANTANDER (BRASIL) S.A.;2167;SP
BANCO SANTANDER (BRASIL) S.A.;2061;SP
BANCO SANTANDER (BRASIL) S.A.;2144;SP
BANCO SANTANDER (BRASIL) S.A.;2245;SP
BANCO SANTANDER (BRASIL) S.A.;2076;SP
BANCO SANTANDER (BRASIL) S.A.;2072;SP
BANCO SANTANDER (BRASIL) S.A.;0331;SP
BANCO SANTANDER (BRASIL) S.A.;2175;SP
BANCO SANTANDER (BRASIL) S.A.;2250;SP
BANCO SANTANDER (BRASIL) S.A.;2045;SP
BANCO SANTANDER (BRASIL) S.A.;2196;SP
BANCO SANTANDER (BRASIL) S.A.;2195;SP
BANCO SANTANDER (BRASIL) S.A.;2095;SP
BANCO SANTANDER (BRASIL) S.A.;2231;SP
BANCO SANTANDER (BRASIL) S.A.;2199;SP
BANCO SANTANDER (BRASIL) S.A.;2270;SP
BANCO SANTANDER (BRASIL) S.A.;2227;SP
BANCO SANTANDER (BRASIL) S.A.;0143;SP
BANCO SANTANDER (BRASIL) S.A.;2042;SP
BANCO SANTANDER (BRASIL) S.A.;2038;SP
BANCO SANTANDER (BRASIL) S.A.;2183;SP
BANCO SANTANDER (BRASIL) S.A.;2208;SP
BANCO SANTANDER (BRASIL) S.A.;2194;SP
BANCO SANTANDER (BRASIL) S.A.;2078;SP
BANCO SANTANDER (BRASIL) S.A.;2207;SP
BANCO SANTANDER (BRASIL) S.A.;0562;SP
BANCO SANTANDER (BRASIL) S.A.;0563;SP
BANCO SANTANDER (BRASIL) S.A.;2037;SP
BANCO SANTANDER (BRASIL) S.A.;2169;SP
BANCO SANTANDER (BRASIL) S.A.;2064;SP
BANCO SANTANDER (BRASIL) S.A.;2068;SP
BANCO SANTANDER (BRASIL) S.A.;2181;SP
BANCO SANTANDER (BRASIL) S.A.;2069;SP
BANCO SANTANDER (BRASIL) S.A.;2234;SP
BANCO SANTANDER (BRASIL) S.A.;2171;SP
BANCO SANTANDER (BRASIL) S.A.;2206;SP
BANCO SANTANDER (BRASIL) S.A.;0236;SP
BANCO SANTANDER (BRASIL) S.A.;2174;SP
BANCO SANTANDER (BRASIL) S.A.;0252;SP
BANCO SANTANDER (BRASIL) S.A.;2107;SP
BANCO SANTANDER (BRASIL) S.A.;0204;SP
BANCO SANTANDER (BRASIL) S.A.;0702;SP
BANCO SANTANDER (BRASIL) S.A.;2063;SP
BANCO SANTANDER (BRASIL) S.A.;0762;SP
BANCO SANTANDER (BRASIL) S.A.;0644;SP
BANCO SANTANDER (BRASIL) S.A.;0319;SP
BANCO SANTANDER (BRASIL) S.A.;2197;SP
BANCO SANTANDER (BRASIL) S.A.;0154;SP
BANCO SANTANDER (BRASIL) S.A.;0107;SP
BANCO SANTANDER (BRASIL) S.A.;0220;SP
BANCO SANTANDER (BRASIL) S.A.;0120;SP
BANCO SANTANDER (BRASIL) S.A.;0657;SP
BANCO SANTANDER (BRASIL) S.A.;0228;SP
BANCO SANTANDER (BRASIL) S.A.;0238;SP
BANCO SANTANDER (BRASIL) S.A.;0083;SP
BANCO SANTANDER (BRASIL) S.A.;0205;SP
BANCO SANTANDER (BRASIL) S.A.;0729;SP
BANCO SANTANDER (BRASIL) S.A.;0264;SP
BANCO SANTANDER (BRASIL) S.A.;2096;SP
BANCO SANTANDER (BRASIL) S.A.;2200;SP
BANCO SANTANDER (BRASIL) S.A.;0112;SP
BANCO SANTANDER (BRASIL) S.A.;0104;SP
BANCO SANTANDER (BRASIL) S.A.;0577;SP
BANCO SANTANDER (BRASIL) S.A.;0447;SP
BANCO SANTANDER (BRASIL) S.A.;0574;SP
BANCO SANTANDER (BRASIL) S.A.;0167;SP
BANCO SANTANDER (BRASIL) S.A.;0260;SP
BANCO SANTANDER (BRASIL) S.A.;0244;SP
BANCO SANTANDER (BRASIL) S.A.;0666;SP
BANCO SANTANDER (BRASIL) S.A.;0691;SP
BANCO SANTANDER (BRASIL) S.A.;0399;SP
BANCO SANTANDER (BRASIL) S.A.;0296;SP
BANCO SANTANDER (BRASIL) S.A.;0206;SP
BANCO SANTANDER (BRASIL) S.A.;0212;SP
BANCO SANTANDER (BRASIL) S.A.;0116;SP
BANCO SANTANDER (BRASIL) S.A.;0663;SP
BANCO SANTANDER (BRASIL) S.A.;0457;SP
BANCO SANTANDER (BRASIL) S.A.;0720;SP
BANCO SANTANDER (BRASIL) S.A.;0497;SP
BANCO SANTANDER (BRASIL) S.A.;0141;SP
BANCO SANTANDER (BRASIL) S.A.;0103;SP
BANCO SANTANDER (BRASIL) S.A.;0048;SP
BANCO SANTANDER (BRASIL) S.A.;0135;SP
BANCO SANTANDER (BRASIL) S.A.;2050;SP
BANCO SANTANDER (BRASIL) S.A.;2205;SP
BANCO SANTANDER (BRASIL) S.A.;2108;SP
BANCO SANTANDER (BRASIL) S.A.;2204;SP
BANCO SANTANDER (BRASIL) S.A.;0695;SP
BANCO SANTANDER (BRASIL) S.A.;2111;SP
BANCO SANTANDER (BRASIL) S.A.;0357;SP
BANCO SANTANDER (BRASIL) S.A.;0243;SP
BANCO SANTANDER (BRASIL) S.A.;0679;SP
BANCO SANTANDER (BRASIL) S.A.;0721;SP
BANCO SANTANDER (BRASIL) S.A.;0498;SP
BANCO SANTANDER (BRASIL) S.A.;0081;SP
BANCO SANTANDER (BRASIL) S.A.;0732;SP
BANCO SANTANDER (BRASIL) S.A.;0637;SP
BANCO SANTANDER (BRASIL) S.A.;0233;SP
BANCO SANTANDER (BRASIL) S.A.;0436;SP
BANCO SANTANDER (BRASIL) S.A.;2129;SP
BANCO SANTANDER (BRASIL) S.A.;0389;SP
BANCO SANTANDER (BRASIL) S.A.;0183;SP
BANCO SANTANDER (BRASIL) S.A.;0499;SP
BANCO SANTANDER (BRASIL) S.A.;0661;SP
BANCO SANTANDER (BRASIL) S.A.;2026;SP
BANCO SANTANDER (BRASIL) S.A.;0769;SP
BANCO SANTANDER (BRASIL) S.A.;0468;SP
BANCO SANTANDER (BRASIL) S.A.;0566;SP
BANCO SANTANDER (BRASIL) S.A.;0062;SP
BANCO SANTANDER (BRASIL) S.A.;2238;SP
BANCO SANTANDER (BRASIL) S.A.;0178;SP
BANCO SANTANDER (BRASIL) S.A.;2125;SP
BANCO SANTANDER (BRASIL) S.A.;0197;SP
BANCO SANTANDER (BRASIL) S.A.;0647;SP
BANCO SANTANDER (BRASIL) S.A.;0500;SP
BANCO SANTANDER (BRASIL) S.A.;2225;SP
BANCO SANTANDER (BRASIL) S.A.;0336;SP
BANCO SANTANDER (BRASIL) S.A.;0184;SP
BANCO SANTANDER (BRASIL) S.A.;0133;SP
BANCO SANTANDER (BRASIL) S.A.;0365;SP
BANCO SANTANDER (BRASIL) S.A.;0358;SP
BANCO SANTANDER (BRASIL) S.A.;0034;SP
BANCO SANTANDER (BRASIL) S.A.;0315;SP
BANCO SANTANDER (BRASIL) S.A.;0428;SP
BANCO SANTANDER (BRASIL) S.A.;0172;SP
BANCO SANTANDER (BRASIL) S.A.;2126;SP
BANCO SANTANDER (BRASIL) S.A.;0734;SP
BANCO SANTANDER (BRASIL) S.A.;0056;SP
BANCO SANTANDER (BRASIL) S.A.;0309;SP
BANCO SANTANDER (BRASIL) S.A.;0450;SP
BANCO SANTANDER (BRASIL) S.A.;0045;SP
BANCO SANTANDER (BRASIL) S.A.;0038;SP
BANCO SANTANDER (BRASIL) S.A.;0297;SP
BANCO SANTANDER (BRASIL) S.A.;0502;SP
BANCO SANTANDER (BRASIL) S.A.;0089;SP
BANCO SANTANDER (BRASIL) S.A.;0430;SP
BANCO SANTANDER (BRASIL) S.A.;0503;SP
BANCO SANTANDER (BRASIL) S.A.;0302;SP
BANCO SANTANDER (BRASIL) S.A.;0650;SP
BANCO SANTANDER (BRASIL) S.A.;0194;SP
BANCO SANTANDER (BRASIL) S.A.;0293;SP
BANCO SANTANDER (BRASIL) S.A.;0294;SP
BANCO SANTANDER (BRASIL) S.A.;0335;SP
BANCO SANTANDER (BRASIL) S.A.;0504;SP
BANCO SANTANDER (BRASIL) S.A.;0091;SP
BANCO SANTANDER (BRASIL) S.A.;0479;SP
BANCO SANTANDER (BRASIL) S.A.;0529;SP
BANCO SANTANDER (BRASIL) S.A.;0640;SP
BANCO SANTANDER (BRASIL) S.A.;0180;SP
BANCO SANTANDER (BRASIL) S.A.;0480;SP
BANCO SANTANDER (BRASIL) S.A.;0136;SP
BANCO SANTANDER (BRASIL) S.A.;0530;SP
BANCO SANTANDER (BRASIL) S.A.;0386;SP
BANCO SANTANDER (BRASIL) S.A.;2241;SP
BANCO SANTANDER (BRASIL) S.A.;0652;SP
BANCO SANTANDER (BRASIL) S.A.;0086;SP
BANCO SANTANDER (BRASIL) S.A.;0157;SP
BANCO SANTANDER (BRASIL) S.A.;0324;SP
BANCO SANTANDER (BRASIL) S.A.;0451;SP
BANCO SANTANDER (BRASIL) S.A.;0105;SP
BANCO SANTANDER (BRASIL) S.A.;0241;SP
BANCO SANTANDER (BRASIL) S.A.;0482;SP
BANCO SANTANDER (BRASIL) S.A.;0115;SP
BANCO SANTANDER (BRASIL) S.A.;0263;SP
BANCO SANTANDER (BRASIL) S.A.;0483;SP
BANCO SANTANDER (BRASIL) S.A.;0671;SP
BANCO SANTANDER (BRASIL) S.A.;0346;SP
BANCO SANTANDER (BRASIL) S.A.;0347;SP
BANCO SANTANDER (BRASIL) S.A.;0438;SP
BANCO SANTANDER (BRASIL) S.A.;0017;SP
BANCO SANTANDER (BRASIL) S.A.;0005;SP
BANCO SANTANDER (BRASIL) S.A.;0051;SP
BANCO SANTANDER (BRASIL) S.A.;0203;SP
BANCO SANTANDER (BRASIL) S.A.;0348;SP
BANCO SANTANDER (BRASIL) S.A.;0388;SP
BANCO SANTANDER (BRASIL) S.A.;0114;SP
BANCO SANTANDER (BRASIL) S.A.;0332;SP
BANCO SANTANDER (BRASIL) S.A.;0458;SP
BANCO SANTANDER (BRASIL) S.A.;0095;SP
BANCO SANTANDER (BRASIL) S.A.;0349;SP
BANCO SANTANDER (BRASIL) S.A.;0279;SP
BANCO SANTANDER (BRASIL) S.A.;2152;SP
BANCO SANTANDER (BRASIL) S.A.;0730;SP
BANCO SANTANDER (BRASIL) S.A.;0176;SP
BANCO SANTANDER (BRASIL) S.A.;0216;SP
BANCO SANTANDER (BRASIL) S.A.;0533;SP
BANCO SANTANDER (BRASIL) S.A.;0534;SP
BANCO SANTANDER (BRASIL) S.A.;2232;SP
BANCO SANTANDER (BRASIL) S.A.;0065;SP
BANCO SANTANDER (BRASIL) S.A.;0535;SP
BANCO SANTANDER (BRASIL) S.A.;0150;SP
BANCO SANTANDER (BRASIL) S.A.;0049;SP
BANCO SANTANDER (BRASIL) S.A.;0367;SP
BANCO SANTANDER (BRASIL) S.A.;0023;SP
BANCO SANTANDER (BRASIL) S.A.;0190;SP
BANCO SANTANDER (BRASIL) S.A.;0317;SP
BANCO SANTANDER (BRASIL) S.A.;0445;SP
BANCO SANTANDER (BRASIL) S.A.;0085;SP
BANCO SANTANDER (BRASIL) S.A.;0280;SP
BANCO SANTANDER (BRASIL) S.A.;2010;SP
BANCO SANTANDER (BRASIL) S.A.;0030;SP
BANCO SANTANDER (BRASIL) S.A.;0301;SP
BANCO SANTANDER (BRASIL) S.A.;2236;SP
BANCO SANTANDER (BRASIL) S.A.;2014;SP
BANCO SANTANDER (BRASIL) S.A.;0040;SP
BANCO SANTANDER (BRASIL) S.A.;0281;SP
BANCO SANTANDER (BRASIL) S.A.;0576;SP
BANCO SANTANDER (BRASIL) S.A.;0536;SP
BANCO SANTANDER (BRASIL) S.A.;0537;SP
BANCO SANTANDER (BRASIL) S.A.;0351;SP
BANCO SANTANDER (BRASIL) S.A.;0161;SP
BANCO SANTANDER (BRASIL) S.A.;0055;SP
BANCO SANTANDER (BRASIL) S.A.;0013;SP
BANCO SANTANDER (BRASIL) S.A.;2210;SP
BANCO SANTANDER (BRASIL) S.A.;0360;SP
BANCO SANTANDER (BRASIL) S.A.;2212;SP
BANCO SANTANDER (BRASIL) S.A.;0046;SP
BANCO SANTANDER (BRASIL) S.A.;0266;SP
BANCO SANTANDER (BRASIL) S.A.;0070;SP
BANCO SANTANDER (BRASIL) S.A.;2040;SP
BANCO SANTANDER (BRASIL) S.A.;0539;SP
BANCO SANTANDER (BRASIL) S.A.;0011;SP
BANCO SANTANDER (BRASIL) S.A.;0185;SP
BANCO SANTANDER (BRASIL) S.A.;0485;SP
BANCO SANTANDER (BRASIL) S.A.;0395;SP
BANCO SANTANDER (BRASIL) S.A.;0193;SP
BANCO SANTANDER (BRASIL) S.A.;0486;SP
BANCO SANTANDER (BRASIL) S.A.;0195;SP
BANCO SANTANDER (BRASIL) S.A.;0487;SP
BANCO SANTANDER (BRASIL) S.A.;0352;SP
BANCO SANTANDER (BRASIL) S.A.;0723;SP
BANCO SANTANDER (BRASIL) S.A.;0540;SP
BANCO SANTANDER (BRASIL) S.A.;0698;SP
BANCO SANTANDER (BRASIL) S.A.;0361;SP
BANCO SANTANDER (BRASIL) S.A.;0697;AP
BANCO SANTANDER (BRASIL) S.A.;0139;SP
BANCO SANTANDER (BRASIL) S.A.;0306;SP
BANCO SANTANDER (BRASIL) S.A.;0014;SP
BANCO SANTANDER (BRASIL) S.A.;0488;SP
BANCO SANTANDER (BRASIL) S.A.;0113;SP
BANCO SANTANDER (BRASIL) S.A.;2237;SP
BANCO SANTANDER (BRASIL) S.A.;0087;SP
BANCO SANTANDER (BRASIL) S.A.;0181;SP
BANCO SANTANDER (BRASIL) S.A.;0047;SP
BANCO SANTANDER (BRASIL) S.A.;0412;SP
BANCO SANTANDER (BRASIL) S.A.;0334;SP
BANCO SANTANDER (BRASIL) S.A.;0543;SP
BANCO SANTANDER (BRASIL) S.A.;0221;SP
BANCO SANTANDER (BRASIL) S.A.;0292;SP
BANCO SANTANDER (BRASIL) S.A.;0287;SP
BANCO SANTANDER (BRASIL) S.A.;2048;MG
BANCO SANTANDER (BRASIL) S.A.;2115;MG
BANCO SANTANDER (BRASIL) S.A.;0097;MG
BANCO SANTANDER (BRASIL) S.A.;2085;MG
BANCO SANTANDER (BRASIL) S.A.;0674;RO
BANCO SANTANDER (BRASIL) S.A.;2249;MG
BANCO SANTANDER (BRASIL) S.A.;2091;MG
BANCO SANTANDER (BRASIL) S.A.;2279;MG
BANCO SANTANDER (BRASIL) S.A.;2119;MG
BANCO SANTANDER (BRASIL) S.A.;2261;MG
BANCO SANTANDER (BRASIL) S.A.;0700;CE
BANCO SANTANDER (BRASIL) S.A.;2187;MG
BANCO SANTANDER (BRASIL) S.A.;2136;CE
BANCO SANTANDER (BRASIL) S.A.;2116;MG
BANCO SANTANDER (BRASIL) S.A.;0092;SP
BANCO SANTANDER (BRASIL) S.A.;0518;SP
BANCO SANTANDER (BRASIL) S.A.;0636;SP
BANCO SANTANDER (BRASIL) S.A.;0632;SP
BANCO SANTANDER (BRASIL) S.A.;0207;SP
BANCO SANTANDER (BRASIL) S.A.;0575;SP
BANCO SANTANDER (BRASIL) S.A.;0230;SP
BANCO SANTANDER (BRASIL) S.A.;2058;SP
BANCO SANTANDER (BRASIL) S.A.;0766;SP
BANCO SANTANDER (BRASIL) S.A.;0489;SP
BANCO SANTANDER (BRASIL) S.A.;0168;SP
BANCO SANTANDER (BRASIL) S.A.;0465;SP
BANCO SANTANDER (BRASIL) S.A.;0511;SP
BANCO SANTANDER (BRASIL) S.A.;0363;SP
BANCO SANTANDER (BRASIL) S.A.;2240;SP
BANCO SANTANDER (BRASIL) S.A.;2074;SP
BANCO SANTANDER (BRASIL) S.A.;0239;SP
BANCO SANTANDER (BRASIL) S.A.;0130;SP
BANCO SANTANDER (BRASIL) S.A.;2065;SP
BANCO SANTANDER (BRASIL) S.A.;0126;RJ
BANCO SANTANDER (BRASIL) S.A.;0680;SP
BANCO SANTANDER (BRASIL) S.A.;2258;RJ
BANCO SANTANDER (BRASIL) S.A.;2117;RJ
BANCO SANTANDER (BRASIL) S.A.;0057;RJ
BANCO SANTANDER (BRASIL) S.A.;2134;RJ
BANCO SANTANDER (BRASIL) S.A.;0662;SP
BANCO SANTANDER (BRASIL) S.A.;2099;RJ
BANCO SANTANDER (BRASIL) S.A.;0201;SP
BANCO SANTANDER (BRASIL) S.A.;0651;SP
BANCO SANTANDER (BRASIL) S.A.;2284;RJ
BANCO SANTANDER (BRASIL) S.A.;0731;SP
BANCO SANTANDER (BRASIL) S.A.;2093;RJ
BANCO SANTANDER (BRASIL) S.A.;2176;SP
BANCO SANTANDER (BRASIL) S.A.;2103;RJ
BANCO SANTANDER (BRASIL) S.A.;0248;SP
BANCO SANTANDER (BRASIL) S.A.;2257;RJ
BANCO SANTANDER (BRASIL) S.A.;2216;SP
BANCO SANTANDER (BRASIL) S.A.;2283;RJ
BANCO SANTANDER (BRASIL) S.A.;2094;RJ
BANCO SANTANDER (BRASIL) S.A.;2248;RJ
BANCO SANTANDER (BRASIL) S.A.;2263;RJ
BANCO SANTANDER (BRASIL) S.A.;2287;RJ
BANCO SANTANDER (BRASIL) S.A.;2079;RJ
BANCO SANTANDER (BRASIL) S.A.;0733;SP
BANCO SANTANDER (BRASIL) S.A.;2080;RJ
BANCO SANTANDER (BRASIL) S.A.;2046;RJ
BANCO SANTANDER (BRASIL) S.A.;2081;RJ
BANCO SANTANDER (BRASIL) S.A.;2259;RJ
BANCO SANTANDER (BRASIL) S.A.;0350;SP
BANCO SANTANDER (BRASIL) S.A.;0215;RJ
BANCO SANTANDER (BRASIL) S.A.;0400;SP
BANCO SANTANDER (BRASIL) S.A.;0127;RJ
BANCO SANTANDER (BRASIL) S.A.;2098;RJ
BANCO SANTANDER (BRASIL) S.A.;0226;RJ
BANCO SANTANDER (BRASIL) S.A.;2039;SP
BANCO SANTANDER (BRASIL) S.A.;0202;RJ
BANCO SANTANDER (BRASIL) S.A.;2285;RJ
BANCO SANTANDER (BRASIL) S.A.;0125;RJ
BANCO SANTANDER (BRASIL) S.A.;0690;RJ
BANCO SANTANDER (BRASIL) S.A.;0124;RJ
BANCO SANTANDER (BRASIL) S.A.;2247;RJ
BANCO SANTANDER (BRASIL) S.A.;0108;SP
BANCO SANTANDER (BRASIL) S.A.;2286;RJ
BANCO SANTANDER (BRASIL) S.A.;2005;RJ
